char,unicode,cho,jung,jong,v240_cho_piece,v240_jung_piece,v240_jong_piece,official_cho_piece,official_jung_piece,official_jong_piece,pixel_hamming,changed
궹,U+ADB9,0,15,21,141,242,353,141,220,325,38,1
궺,U+ADBA,0,15,22,141,242,354,141,220,326,22,1
궻,U+ADBB,0,15,23,141,242,355,141,220,327,26,1
궼,U+ADBC,0,15,24,141,242,356,141,220,328,20,1
궽,U+ADBD,0,15,25,141,242,357,141,220,329,23,1
궾,U+ADBE,0,15,26,141,242,358,141,220,330,32,1
궿,U+ADBF,0,15,27,141,242,359,141,220,331,32,1
귀,U+ADC0,0,16,0,61,199,-1,81,177,-1,0,0
귁,U+ADC1,0,16,1,141,243,333,141,221,277,12,1
귂,U+ADC2,0,16,2,141,243,334,141,221,278,18,1
귃,U+ADC3,0,16,3,141,243,335,141,221,279,38,1
귄,U+ADC4,0,16,4,141,243,336,141,221,280,19,1
귅,U+ADC5,0,16,5,141,243,337,141,221,281,20,1
귆,U+ADC6,0,16,6,141,243,338,141,221,282,22,1
귇,U+ADC7,0,16,7,141,243,339,141,221,283,18,1
귈,U+ADC8,0,16,8,141,243,340,141,221,284,18,1
귉,U+ADC9,0,16,9,141,243,341,141,221,285,28,1
귊,U+ADCA,0,16,10,141,243,342,141,221,286,26,1
귋,U+ADCB,0,16,11,141,243,343,141,221,287,26,1
귌,U+ADCC,0,16,12,141,243,344,141,221,288,40,1
귍,U+ADCD,0,16,13,141,243,345,141,221,289,20,1
귎,U+ADCE,0,16,14,141,243,346,141,221,290,26,1
귏,U+ADCF,0,16,15,141,243,347,141,221,291,36,1
귐,U+ADD0,0,16,16,141,243,348,141,221,292,25,1
귑,U+ADD1,0,16,17,141,243,349,141,221,293,25,1
귒,U+ADD2,0,16,18,141,243,350,141,221,294,44,1
귓,U+ADD3,0,16,19,141,243,351,141,221,295,30,1
귔,U+ADD4,0,16,20,141,243,352,141,221,296,36,1
귕,U+ADD5,0,16,21,141,243,353,141,221,297,34,1
귖,U+ADD6,0,16,22,141,243,354,141,221,298,33,1
귗,U+ADD7,0,16,23,141,243,355,141,221,299,24,1
귘,U+ADD8,0,16,24,141,243,356,141,221,300,14,1
귙,U+ADD9,0,16,25,141,243,357,141,221,301,20,1
귚,U+ADDA,0,16,26,141,243,358,141,221,302,32,1
귛,U+ADDB,0,16,27,141,243,359,141,221,303,28,1
규,U+ADDC,0,17,0,41,200,-1,41,178,-1,0,0
귝,U+ADDD,0,17,1,121,244,305,121,222,333,18,1
귞,U+ADDE,0,17,2,121,244,306,121,222,334,31,1
귟,U+ADDF,0,17,3,121,244,307,121,222,335,36,1
균,U+ADE0,0,17,4,121,244,308,121,222,336,23,1
귡,U+ADE1,0,17,5,121,244,309,121,222,337,39,1
귢,U+ADE2,0,17,6,121,244,310,121,222,338,33,1
귣,U+ADE3,0,17,7,121,244,311,121,222,339,21,1
귤,U+ADE4,0,17,8,121,244,312,121,222,340,22,1
귥,U+ADE5,0,17,9,121,244,313,121,222,341,35,1
귦,U+ADE6,0,17,10,121,244,314,121,222,342,25,1
귧,U+ADE7,0,17,11,121,244,315,121,222,343,25,1
귨,U+ADE8,0,17,12,121,244,316,121,222,344,39,1
귩,U+ADE9,0,17,13,121,244,317,121,222,345,19,1
귪,U+ADEA,0,17,14,121,244,318,121,222,346,25,1
귫,U+ADEB,0,17,15,121,244,319,121,222,347,35,1
귬,U+ADEC,0,17,16,121,244,320,121,222,348,34,1
귭,U+ADED,0,17,17,121,244,321,121,222,349,34,1
귮,U+ADEE,0,17,18,121,244,322,121,222,350,42,1
귯,U+ADEF,0,17,19,121,244,323,121,222,351,29,1
귰,U+ADF0,0,17,20,121,244,324,121,222,352,36,1
귱,U+ADF1,0,17,21,121,244,325,121,222,353,37,1
귲,U+ADF2,0,17,22,121,244,326,121,222,354,22,1
귳,U+ADF3,0,17,23,121,244,327,121,222,355,25,1
귴,U+ADF4,0,17,24,121,244,328,121,222,356,19,1
귵,U+ADF5,0,17,25,121,244,329,121,222,357,22,1
귶,U+ADF6,0,17,26,121,244,330,121,222,358,32,1
귷,U+ADF7,0,17,27,121,244,331,121,222,359,32,1
그,U+ADF8,0,18,0,21,201,-1,21,179,-1,0,0
극,U+ADF9,0,18,1,101,245,277,121,223,333,37,1
귺,U+ADFA,0,18,2,101,245,278,121,223,334,43,1
귻,U+ADFB,0,18,3,101,245,279,121,223,335,63,1
근,U+ADFC,0,18,4,101,245,280,121,223,336,44,1
귽,U+ADFD,0,18,5,101,245,281,121,223,337,45,1
귾,U+ADFE,0,18,6,101,245,282,121,223,338,47,1
귿,U+ADFF,0,18,7,101,245,283,121,223,339,43,1
글,U+AE00,0,18,8,101,245,284,121,223,340,43,1
긁,U+AE01,0,18,9,101,245,285,121,223,341,53,1
긂,U+AE02,0,18,10,101,245,286,121,223,342,51,1
긃,U+AE03,0,18,11,101,245,287,121,223,343,51,1
긄,U+AE04,0,18,12,101,245,288,121,223,344,65,1
긅,U+AE05,0,18,13,101,245,289,121,223,345,45,1
긆,U+AE06,0,18,14,101,245,290,121,223,346,51,1
긇,U+AE07,0,18,15,101,245,291,121,223,347,61,1
금,U+AE08,0,18,16,101,245,292,121,223,348,50,1
급,U+AE09,0,18,17,101,245,293,121,223,349,50,1
긊,U+AE0A,0,18,18,101,245,294,121,223,350,69,1
긋,U+AE0B,0,18,19,101,245,295,121,223,351,55,1
긌,U+AE0C,0,18,20,101,245,296,121,223,352,61,1
긍,U+AE0D,0,18,21,101,245,297,121,223,353,59,1
긎,U+AE0E,0,18,22,101,245,298,121,223,354,58,1
긏,U+AE0F,0,18,23,101,245,299,121,223,355,49,1
긐,U+AE10,0,18,24,101,245,300,121,223,356,39,1
긑,U+AE11,0,18,25,101,245,301,121,223,357,45,1
긒,U+AE12,0,18,26,101,245,302,121,223,358,57,1
긓,U+AE13,0,18,27,101,245,303,121,223,359,53,1
긔,U+AE14,0,19,0,61,202,-1,61,180,-1,0,0
긕,U+AE15,0,19,1,141,246,333,141,224,277,12,1
긖,U+AE16,0,19,2,141,246,334,141,224,278,18,1
긗,U+AE17,0,19,3,141,246,335,141,224,279,38,1
긘,U+AE18,0,19,4,141,246,336,141,224,280,19,1
긙,U+AE19,0,19,5,141,246,337,141,224,281,20,1
긚,U+AE1A,0,19,6,141,246,338,141,224,282,22,1
긛,U+AE1B,0,19,7,141,246,339,141,224,283,18,1
긜,U+AE1C,0,19,8,141,246,340,141,224,284,18,1
긝,U+AE1D,0,19,9,141,246,341,141,224,285,28,1
긞,U+AE1E,0,19,10,141,246,342,141,224,286,26,1
긟,U+AE1F,0,19,11,141,246,343,141,224,287,26,1
긠,U+AE20,0,19,12,141,246,344,141,224,288,40,1
긡,U+AE21,0,19,13,141,246,345,141,224,289,20,1
긢,U+AE22,0,19,14,141,246,346,141,224,290,26,1
긣,U+AE23,0,19,15,141,246,347,141,224,291,36,1
긤,U+AE24,0,19,16,141,246,348,141,224,292,25,1
긥,U+AE25,0,19,17,141,246,349,141,224,293,25,1
긦,U+AE26,0,19,18,141,246,350,141,224,294,44,1
긧,U+AE27,0,19,19,141,246,351,141,224,295,30,1
긨,U+AE28,0,19,20,141,246,352,141,224,296,36,1
긩,U+AE29,0,19,21,141,246,353,141,224,297,34,1
긪,U+AE2A,0,19,22,141,246,354,141,224,298,33,1
긫,U+AE2B,0,19,23,141,246,355,141,224,299,24,1
긬,U+AE2C,0,19,24,141,246,356,141,224,300,14,1
긭,U+AE2D,0,19,25,141,246,357,141,224,301,20,1
긮,U+AE2E,0,19,26,141,246,358,141,224,302,32,1
긯,U+AE2F,0,19,27,141,246,359,141,224,303,28,1
기,U+AE30,0,20,0,1,203,-1,1,181,-1,0,0
긱,U+AE31,0,20,1,81,247,249,101,225,277,18,1
긲,U+AE32,0,20,2,81,247,250,101,225,278,18,1
긳,U+AE33,0,20,3,81,247,251,101,225,279,18,1
긴,U+AE34,0,20,4,81,247,252,101,225,280,18,1
긵,U+AE35,0,20,5,81,247,253,101,225,281,18,1
긶,U+AE36,0,20,6,81,247,254,101,225,282,18,1
긷,U+AE37,0,20,7,81,247,255,101,225,283,18,1
길,U+AE38,0,20,8,81,247,256,101,225,284,18,1
긹,U+AE39,0,20,9,81,247,257,101,225,285,18,1
긺,U+AE3A,0,20,10,81,247,258,101,225,286,18,1
긻,U+AE3B,0,20,11,81,247,259,101,225,287,18,1
긼,U+AE3C,0,20,12,81,247,260,101,225,288,18,1
긽,U+AE3D,0,20,13,81,247,261,101,225,289,18,1
긾,U+AE3E,0,20,14,81,247,262,101,225,290,18,1
긿,U+AE3F,0,20,15,81,247,263,101,225,291,18,1
김,U+AE40,0,20,16,81,247,264,101,225,292,18,1
깁,U+AE41,0,20,17,81,247,265,101,225,293,18,1
깂,U+AE42,0,20,18,81,247,266,101,225,294,18,1
깃,U+AE43,0,20,19,81,247,267,101,225,295,18,1
깄,U+AE44,0,20,20,81,247,268,101,225,296,18,1
깅,U+AE45,0,20,21,81,247,269,101,225,297,18,1
깆,U+AE46,0,20,22,81,247,270,101,225,298,18,1
깇,U+AE47,0,20,23,81,247,271,101,225,299,18,1
깈,U+AE48,0,20,24,81,247,272,101,225,300,18,1
깉,U+AE49,0,20,25,81,247,273,101,225,301,18,1
깊,U+AE4A,0,20,26,81,247,274,101,225,302,18,1
깋,U+AE4B,0,20,27,81,247,275,101,225,303,18,1
까,U+AE4C,1,0,0,2,161,-1,2,183,-1,0,0
깍,U+AE4D,1,0,1,82,205,249,102,227,249,15,1
깎,U+AE4E,1,0,2,82,205,250,102,227,250,15,1
깏,U+AE4F,1,0,3,82,205,251,102,227,251,15,1
깐,U+AE50,1,0,4,82,205,252,102,227,252,15,1
깑,U+AE51,1,0,5,82,205,253,102,227,253,15,1
깒,U+AE52,1,0,6,82,205,254,102,227,254,15,1
깓,U+AE53,1,0,7,82,205,255,102,227,255,15,1
깔,U+AE54,1,0,8,82,205,256,102,227,256,15,1
깕,U+AE55,1,0,9,82,205,257,102,227,257,15,1
깖,U+AE56,1,0,10,82,205,258,102,227,258,15,1
깗,U+AE57,1,0,11,82,205,259,102,227,259,15,1
깘,U+AE58,1,0,12,82,205,260,102,227,260,15,1
깙,U+AE59,1,0,13,82,205,261,102,227,261,15,1
깚,U+AE5A,1,0,14,82,205,262,102,227,262,15,1
깛,U+AE5B,1,0,15,82,205,263,102,227,263,15,1
깜,U+AE5C,1,0,16,82,205,264,102,227,264,15,1
깝,U+AE5D,1,0,17,82,205,265,102,227,265,15,1
깞,U+AE5E,1,0,18,82,205,266,102,227,266,15,1
깟,U+AE5F,1,0,19,82,205,267,102,227,267,15,1
깠,U+AE60,1,0,20,82,205,268,102,227,268,15,1
깡,U+AE61,1,0,21,82,205,269,102,227,269,15,1
깢,U+AE62,1,0,22,82,205,270,102,227,270,15,1
깣,U+AE63,1,0,23,82,205,271,102,227,271,15,1
깤,U+AE64,1,0,24,82,205,272,102,227,272,15,1
깥,U+AE65,1,0,25,82,205,273,102,227,273,15,1
깦,U+AE66,1,0,26,82,205,274,102,227,274,15,1
깧,U+AE67,1,0,27,82,205,275,102,227,275,15,1
깨,U+AE68,1,1,0,2,162,-1,2,184,-1,0,0
깩,U+AE69,1,1,1,82,206,249,102,228,305,24,1
깪,U+AE6A,1,1,2,82,206,250,102,228,306,32,1
깫,U+AE6B,1,1,3,82,206,251,102,228,307,16,1
깬,U+AE6C,1,1,4,82,206,252,102,228,308,26,1
깭,U+AE6D,1,1,5,82,206,253,102,228,309,35,1
깮,U+AE6E,1,1,6,82,206,254,102,228,310,28,1
깯,U+AE6F,1,1,7,82,206,255,102,228,311,25,1
깰,U+AE70,1,1,8,82,206,256,102,228,312,20,1
깱,U+AE71,1,1,9,82,206,257,102,228,313,24,1
깲,U+AE72,1,1,10,82,206,258,102,228,314,15,1
깳,U+AE73,1,1,11,82,206,259,102,228,315,15,1
깴,U+AE74,1,1,12,82,206,260,102,228,316,15,1
깵,U+AE75,1,1,13,82,206,261,102,228,317,15,1
깶,U+AE76,1,1,14,82,206,262,102,228,318,15,1
깷,U+AE77,1,1,15,82,206,263,102,228,319,15,1
깸,U+AE78,1,1,16,82,206,264,102,228,320,31,1
깹,U+AE79,1,1,17,82,206,265,102,228,321,31,1
깺,U+AE7A,1,1,18,82,206,266,102,228,322,15,1
깻,U+AE7B,1,1,19,82,206,267,102,228,323,15,1
깼,U+AE7C,1,1,20,82,206,268,102,228,324,15,1
깽,U+AE7D,1,1,21,82,206,269,102,228,325,31,1
깾,U+AE7E,1,1,22,82,206,270,102,228,326,34,1
깿,U+AE7F,1,1,23,82,206,271,102,228,327,21,1
꺀,U+AE80,1,1,24,82,206,272,102,228,328,23,1
꺁,U+AE81,1,1,25,82,206,273,102,228,329,18,1
꺂,U+AE82,1,1,26,82,206,274,102,228,330,19,1
꺃,U+AE83,1,1,27,82,206,275,102,228,331,21,1
꺄,U+AE84,1,2,0,2,163,-1,2,185,-1,0,0
꺅,U+AE85,1,2,1,82,207,249,102,229,249,15,1
꺆,U+AE86,1,2,2,82,207,250,102,229,250,15,1
꺇,U+AE87,1,2,3,82,207,251,102,229,251,15,1
꺈,U+AE88,1,2,4,82,207,252,102,229,252,15,1
꺉,U+AE89,1,2,5,82,207,253,102,229,253,15,1
꺊,U+AE8A,1,2,6,82,207,254,102,229,254,15,1
꺋,U+AE8B,1,2,7,82,207,255,102,229,255,15,1
꺌,U+AE8C,1,2,8,82,207,256,102,229,256,15,1
꺍,U+AE8D,1,2,9,82,207,257,102,229,257,15,1
꺎,U+AE8E,1,2,10,82,207,258,102,229,258,15,1
꺏,U+AE8F,1,2,11,82,207,259,102,229,259,15,1
꺐,U+AE90,1,2,12,82,207,260,102,229,260,15,1
꺑,U+AE91,1,2,13,82,207,261,102,229,261,15,1
꺒,U+AE92,1,2,14,82,207,262,102,229,262,15,1
꺓,U+AE93,1,2,15,82,207,263,102,229,263,15,1
꺔,U+AE94,1,2,16,82,207,264,102,229,264,15,1
꺕,U+AE95,1,2,17,82,207,265,102,229,265,15,1
꺖,U+AE96,1,2,18,82,207,266,102,229,266,15,1
꺗,U+AE97,1,2,19,82,207,267,102,229,267,15,1
꺘,U+AE98,1,2,20,82,207,268,102,229,268,15,1
꺙,U+AE99,1,2,21,82,207,269,102,229,269,15,1
꺚,U+AE9A,1,2,22,82,207,270,102,229,270,15,1
꺛,U+AE9B,1,2,23,82,207,271,102,229,271,15,1
꺜,U+AE9C,1,2,24,82,207,272,102,229,272,15,1
꺝,U+AE9D,1,2,25,82,207,273,102,229,273,15,1
꺞,U+AE9E,1,2,26,82,207,274,102,229,274,15,1
꺟,U+AE9F,1,2,27,82,207,275,102,229,275,15,1
꺠,U+AEA0,1,3,0,2,164,-1,2,186,-1,0,0
꺡,U+AEA1,1,3,1,82,208,249,102,230,305,24,1
꺢,U+AEA2,1,3,2,82,208,250,102,230,306,32,1
꺣,U+AEA3,1,3,3,82,208,251,102,230,307,16,1
꺤,U+AEA4,1,3,4,82,208,252,102,230,308,26,1
꺥,U+AEA5,1,3,5,82,208,253,102,230,309,35,1
꺦,U+AEA6,1,3,6,82,208,254,102,230,310,28,1
꺧,U+AEA7,1,3,7,82,208,255,102,230,311,25,1
꺨,U+AEA8,1,3,8,82,208,256,102,230,312,20,1
꺩,U+AEA9,1,3,9,82,208,257,102,230,313,24,1
꺪,U+AEAA,1,3,10,82,208,258,102,230,314,15,1
꺫,U+AEAB,1,3,11,82,208,259,102,230,315,15,1
꺬,U+AEAC,1,3,12,82,208,260,102,230,316,15,1
꺭,U+AEAD,1,3,13,82,208,261,102,230,317,15,1
꺮,U+AEAE,1,3,14,82,208,262,102,230,318,15,1
꺯,U+AEAF,1,3,15,82,208,263,102,230,319,15,1
꺰,U+AEB0,1,3,16,82,208,264,102,230,320,31,1
꺱,U+AEB1,1,3,17,82,208,265,102,230,321,31,1
꺲,U+AEB2,1,3,18,82,208,266,102,230,322,15,1
꺳,U+AEB3,1,3,19,82,208,267,102,230,323,15,1
꺴,U+AEB4,1,3,20,82,208,268,102,230,324,15,1
꺵,U+AEB5,1,3,21,82,208,269,102,230,325,31,1
꺶,U+AEB6,1,3,22,82,208,270,102,230,326,34,1
꺷,U+AEB7,1,3,23,82,208,271,102,230,327,21,1
꺸,U+AEB8,1,3,24,82,208,272,102,230,328,23,1
꺹,U+AEB9,1,3,25,82,208,273,102,230,329,18,1
꺺,U+AEBA,1,3,26,82,208,274,102,230,330,19,1
꺻,U+AEBB,1,3,27,82,208,275,102,230,331,21,1
꺼,U+AEBC,1,4,0,2,165,-1,2,187,-1,0,0
꺽,U+AEBD,1,4,1,82,209,249,102,231,277,15,1
꺾,U+AEBE,1,4,2,82,209,250,102,231,278,15,1
꺿,U+AEBF,1,4,3,82,209,251,102,231,279,15,1
껀,U+AEC0,1,4,4,82,209,252,102,231,280,15,1
껁,U+AEC1,1,4,5,82,209,253,102,231,281,15,1
껂,U+AEC2,1,4,6,82,209,254,102,231,282,15,1
껃,U+AEC3,1,4,7,82,209,255,102,231,283,15,1
껄,U+AEC4,1,4,8,82,209,256,102,231,284,15,1
껅,U+AEC5,1,4,9,82,209,257,102,231,285,15,1
껆,U+AEC6,1,4,10,82,209,258,102,231,286,15,1
껇,U+AEC7,1,4,11,82,209,259,102,231,287,15,1
껈,U+AEC8,1,4,12,82,209,260,102,231,288,15,1
껉,U+AEC9,1,4,13,82,209,261,102,231,289,15,1
껊,U+AECA,1,4,14,82,209,262,102,231,290,15,1
껋,U+AECB,1,4,15,82,209,263,102,231,291,15,1
껌,U+AECC,1,4,16,82,209,264,102,231,292,15,1
껍,U+AECD,1,4,17,82,209,265,102,231,293,15,1
껎,U+AECE,1,4,18,82,209,266,102,231,294,15,1
껏,U+AECF,1,4,19,82,209,267,102,231,295,15,1
껐,U+AED0,1,4,20,82,209,268,102,231,296,15,1
껑,U+AED1,1,4,21,82,209,269,102,231,297,15,1
껒,U+AED2,1,4,22,82,209,270,102,231,298,15,1
껓,U+AED3,1,4,23,82,209,271,102,231,299,15,1
껔,U+AED4,1,4,24,82,209,272,102,231,300,15,1
껕,U+AED5,1,4,25,82,209,273,102,231,301,15,1
껖,U+AED6,1,4,26,82,209,274,102,231,302,15,1
껗,U+AED7,1,4,27,82,209,275,102,231,303,15,1
께,U+AED8,1,5,0,2,166,-1,2,188,-1,0,0
껙,U+AED9,1,5,1,82,210,249,102,232,305,23,1
껚,U+AEDA,1,5,2,82,210,250,102,232,306,31,1
껛,U+AEDB,1,5,3,82,210,251,102,232,307,15,1
껜,U+AEDC,1,5,4,82,210,252,102,232,308,25,1
껝,U+AEDD,1,5,5,82,210,253,102,232,309,34,1
껞,U+AEDE,1,5,6,82,210,254,102,232,310,27,1
껟,U+AEDF,1,5,7,82,210,255,102,232,311,24,1
껠,U+AEE0,1,5,8,82,210,256,102,232,312,19,1
껡,U+AEE1,1,5,9,82,210,257,102,232,313,23,1
껢,U+AEE2,1,5,10,82,210,258,102,232,314,14,1
껣,U+AEE3,1,5,11,82,210,259,102,232,315,14,1
껤,U+AEE4,1,5,12,82,210,260,102,232,316,14,1
껥,U+AEE5,1,5,13,82,210,261,102,232,317,14,1
껦,U+AEE6,1,5,14,82,210,262,102,232,318,14,1
껧,U+AEE7,1,5,15,82,210,263,102,232,319,14,1
껨,U+AEE8,1,5,16,82,210,264,102,232,320,30,1
껩,U+AEE9,1,5,17,82,210,265,102,232,321,30,1
껪,U+AEEA,1,5,18,82,210,266,102,232,322,14,1
껫,U+AEEB,1,5,19,82,210,267,102,232,323,14,1
껬,U+AEEC,1,5,20,82,210,268,102,232,324,14,1
껭,U+AEED,1,5,21,82,210,269,102,232,325,30,1
껮,U+AEEE,1,5,22,82,210,270,102,232,326,33,1
껯,U+AEEF,1,5,23,82,210,271,102,232,327,20,1
껰,U+AEF0,1,5,24,82,210,272,102,232,328,22,1
껱,U+AEF1,1,5,25,82,210,273,102,232,329,17,1
껲,U+AEF2,1,5,26,82,210,274,102,232,330,18,1
껳,U+AEF3,1,5,27,82,210,275,102,232,331,20,1
껴,U+AEF4,1,6,0,2,167,-1,2,189,-1,0,0
껵,U+AEF5,1,6,1,82,211,249,102,233,277,15,1
껶,U+AEF6,1,6,2,82,211,250,102,233,278,15,1
껷,U+AEF7,1,6,3,82,211,251,102,233,279,15,1
껸,U+AEF8,1,6,4,82,211,252,102,233,280,15,1
껹,U+AEF9,1,6,5,82,211,253,102,233,281,15,1
껺,U+AEFA,1,6,6,82,211,254,102,233,282,15,1
껻,U+AEFB,1,6,7,82,211,255,102,233,283,15,1
껼,U+AEFC,1,6,8,82,211,256,102,233,284,15,1
껽,U+AEFD,1,6,9,82,211,257,102,233,285,15,1
껾,U+AEFE,1,6,10,82,211,258,102,233,286,15,1
껿,U+AEFF,1,6,11,82,211,259,102,233,287,15,1
꼀,U+AF00,1,6,12,82,211,260,102,233,288,15,1
꼁,U+AF01,1,6,13,82,211,261,102,233,289,15,1
꼂,U+AF02,1,6,14,82,211,262,102,233,290,15,1
꼃,U+AF03,1,6,15,82,211,263,102,233,291,15,1
꼄,U+AF04,1,6,16,82,211,264,102,233,292,15,1
꼅,U+AF05,1,6,17,82,211,265,102,233,293,15,1
꼆,U+AF06,1,6,18,82,211,266,102,233,294,15,1
꼇,U+AF07,1,6,19,82,211,267,102,233,295,15,1
꼈,U+AF08,1,6,20,82,211,268,102,233,296,15,1
꼉,U+AF09,1,6,21,82,211,269,102,233,297,15,1
꼊,U+AF0A,1,6,22,82,211,270,102,233,298,15,1
꼋,U+AF0B,1,6,23,82,211,271,102,233,299,15,1
꼌,U+AF0C,1,6,24,82,211,272,102,233,300,15,1
꼍,U+AF0D,1,6,25,82,211,273,102,233,301,15,1
꼎,U+AF0E,1,6,26,82,211,274,102,233,302,15,1
꼏,U+AF0F,1,6,27,82,211,275,102,233,303,15,1
꼐,U+AF10,1,7,0,2,168,-1,2,190,-1,0,0
꼑,U+AF11,1,7,1,82,212,249,102,234,305,24,1
꼒,U+AF12,1,7,2,82,212,250,102,234,306,32,1
꼓,U+AF13,1,7,3,82,212,251,102,234,307,16,1
꼔,U+AF14,1,7,4,82,212,252,102,234,308,26,1
꼕,U+AF15,1,7,5,82,212,253,102,234,309,35,1
꼖,U+AF16,1,7,6,82,212,254,102,234,310,28,1
꼗,U+AF17,1,7,7,82,212,255,102,234,311,25,1
꼘,U+AF18,1,7,8,82,212,256,102,234,312,20,1
꼙,U+AF19,1,7,9,82,212,257,102,234,313,24,1
꼚,U+AF1A,1,7,10,82,212,258,102,234,314,15,1
꼛,U+AF1B,1,7,11,82,212,259,102,234,315,15,1
꼜,U+AF1C,1,7,12,82,212,260,102,234,316,15,1
꼝,U+AF1D,1,7,13,82,212,261,102,234,317,15,1
꼞,U+AF1E,1,7,14,82,212,262,102,234,318,15,1
꼟,U+AF1F,1,7,15,82,212,263,102,234,319,15,1
꼠,U+AF20,1,7,16,82,212,264,102,234,320,31,1
꼡,U+AF21,1,7,17,82,212,265,102,234,321,31,1
꼢,U+AF22,1,7,18,82,212,266,102,234,322,15,1
꼣,U+AF23,1,7,19,82,212,267,102,234,323,15,1
꼤,U+AF24,1,7,20,82,212,268,102,234,324,15,1
꼥,U+AF25,1,7,21,82,212,269,102,234,325,31,1
꼦,U+AF26,1,7,22,82,212,270,102,234,326,34,1
꼧,U+AF27,1,7,23,82,212,271,102,234,327,21,1
꼨,U+AF28,1,7,24,82,212,272,102,234,328,23,1
꼩,U+AF29,1,7,25,82,212,273,102,234,329,18,1
꼪,U+AF2A,1,7,26,82,212,274,102,234,330,19,1
꼫,U+AF2B,1,7,27,82,212,275,102,234,331,21,1
꼬,U+AF2C,1,8,0,22,169,-1,22,191,-1,0,0
꼭,U+AF2D,1,8,1,102,213,277,122,235,333,43,1
꼮,U+AF2E,1,8,2,102,213,278,122,235,334,49,1
꼯,U+AF2F,1,8,3,102,213,279,122,235,335,69,1
꼰,U+AF30,1,8,4,102,213,280,122,235,336,50,1
꼱,U+AF31,1,8,5,102,213,281,122,235,337,51,1
꼲,U+AF32,1,8,6,102,213,282,122,235,338,53,1
꼳,U+AF33,1,8,7,102,213,283,122,235,339,49,1
꼴,U+AF34,1,8,8,102,213,284,122,235,340,49,1
꼵,U+AF35,1,8,9,102,213,285,122,235,341,59,1
꼶,U+AF36,1,8,10,102,213,286,122,235,342,57,1
꼷,U+AF37,1,8,11,102,213,287,122,235,343,57,1
꼸,U+AF38,1,8,12,102,213,288,122,235,344,71,1
꼹,U+AF39,1,8,13,102,213,289,122,235,345,51,1
꼺,U+AF3A,1,8,14,102,213,290,122,235,346,57,1
꼻,U+AF3B,1,8,15,102,213,291,122,235,347,67,1
꼼,U+AF3C,1,8,16,102,213,292,122,235,348,56,1
꼽,U+AF3D,1,8,17,102,213,293,122,235,349,56,1
꼾,U+AF3E,1,8,18,102,213,294,122,235,350,75,1
꼿,U+AF3F,1,8,19,102,213,295,122,235,351,61,1
꽀,U+AF40,1,8,20,102,213,296,122,235,352,67,1
꽁,U+AF41,1,8,21,102,213,297,122,235,353,65,1
꽂,U+AF42,1,8,22,102,213,298,122,235,354,64,1
꽃,U+AF43,1,8,23,102,213,299,122,235,355,55,1
꽄,U+AF44,1,8,24,102,213,300,122,235,356,45,1
꽅,U+AF45,1,8,25,102,213,301,122,235,357,51,1
꽆,U+AF46,1,8,26,102,213,302,122,235,358,63,1
꽇,U+AF47,1,8,27,102,213,303,122,235,359,59,1
꽈,U+AF48,1,9,0,62,170,-1,62,192,-1,0,0
꽉,U+AF49,1,9,1,142,214,333,142,236,249,12,1
꽊,U+AF4A,1,9,2,142,214,334,142,236,250,18,1
꽋,U+AF4B,1,9,3,142,214,335,142,236,251,38,1
꽌,U+AF4C,1,9,4,142,214,336,142,236,252,19,1
꽍,U+AF4D,1,9,5,142,214,337,142,236,253,20,1
꽎,U+AF4E,1,9,6,142,214,338,142,236,254,22,1
꽏,U+AF4F,1,9,7,142,214,339,142,236,255,18,1
꽐,U+AF50,1,9,8,142,214,340,142,236,256,18,1
꽑,U+AF51,1,9,9,142,214,341,142,236,257,28,1
꽒,U+AF52,1,9,10,142,214,342,142,236,258,26,1
꽓,U+AF53,1,9,11,142,214,343,142,236,259,26,1
꽔,U+AF54,1,9,12,142,214,344,142,236,260,40,1
꽕,U+AF55,1,9,13,142,214,345,142,236,261,20,1
꽖,U+AF56,1,9,14,142,214,346,142,236,262,26,1
꽗,U+AF57,1,9,15,142,214,347,142,236,263,36,1
꽘,U+AF58,1,9,16,142,214,348,142,236,264,25,1
꽙,U+AF59,1,9,17,142,214,349,142,236,265,25,1
꽚,U+AF5A,1,9,18,142,214,350,142,236,266,44,1
꽛,U+AF5B,1,9,19,142,214,351,142,236,267,30,1
꽜,U+AF5C,1,9,20,142,214,352,142,236,268,36,1
꽝,U+AF5D,1,9,21,142,214,353,142,236,269,34,1
꽞,U+AF5E,1,9,22,142,214,354,142,236,270,33,1
꽟,U+AF5F,1,9,23,142,214,355,142,236,271,24,1
꽠,U+AF60,1,9,24,142,214,356,142,236,272,14,1
꽡,U+AF61,1,9,25,142,214,357,142,236,273,20,1
꽢,U+AF62,1,9,26,142,214,358,142,236,274,32,1
꽣,U+AF63,1,9,27,142,214,359,142,236,275,28,1
꽤,U+AF64,1,10,0,62,171,-1,62,193,-1,0,0
꽥,U+AF65,1,10,1,142,215,333,142,237,305,19,1
꽦,U+AF66,1,10,2,142,215,334,142,237,306,31,1
꽧,U+AF67,1,10,3,142,215,335,142,237,307,37,1
꽨,U+AF68,1,10,4,142,215,336,142,237,308,24,1
꽩,U+AF69,1,10,5,142,215,337,142,237,309,40,1
꽪,U+AF6A,1,10,6,142,215,338,142,237,310,33,1
꽫,U+AF6B,1,10,7,142,215,339,142,237,311,22,1
