offset,original,current,classification
0x7820A,1B,E0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7820B,27,C3,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7820C,2B,9C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7820D,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7820E,00,A7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7820F,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78210,81,E0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78211,31,EA,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78212,62,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78213,2F,E9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78214,A2,93,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78215,31,E9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78216,95,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78217,1E,E9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78218,21,15,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78219,1B,E9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7821A,27,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7821B,2B,E9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7821C,00,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7821D,00,E0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x7821E,00,47,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x78220,D4,DD,CATALOG_POINTER
0x78221,29,C5,CATALOG_POINTER
0x78224,E8,9C,CATALOG_POINTER
0x78225,29,C5,CATALOG_POINTER
0x78228,00,04,CATALOG_POINTER
0x78229,2A,B8,CATALOG_POINTER
0x7822C,10,F4,CATALOG_POINTER
0x7822D,2A,B7,CATALOG_POINTER
0x78240,25,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78241,00,F7,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AE8,00,94,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AE9,00,69,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AEB,00,6C,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AEC,00,9C,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AED,00,CD,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AEE,00,8E,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF0,00,6E,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF1,00,C6,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF2,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF3,00,33,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF5,00,8E,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF6,00,BD,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF7,00,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AF8,00,E3,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AFA,00,DD,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AFB,00,F1,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AFC,00,72,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AFD,00,69,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78AFF,00,DE,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B00,00,D2,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B01,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B02,00,31,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B04,00,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B05,00,5F,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B06,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B07,00,DD,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B09,00,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B0A,00,9D,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B0B,00,98,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B0C,00,72,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B0E,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B0F,00,8A,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B10,00,DE,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B11,00,85,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B13,00,89,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B14,00,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B15,00,DF,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B17,00,B2,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B18,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B19,00,E7,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B1B,00,E0,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x78B1C,00,AC,OUTSIDE_CATALOG_REVIEW_REQUIRED
0x79211,80,E7,nontext:79210
0x7C1C0,E0,E1,nontext:7C1C0
0x7C1C1,01,9C,nontext:7C1C0
0x7E0D0,E0,E1,nontext:7E0D0
0x7E0D1,01,9C,nontext:7E0D0
0x7E7FC,E0,E1,nontext:7E7FC
0x7E7FD,30,D2,nontext:7E7FC
0x80212,72,C0,INTENTIONAL_ICON_UV_TABLE
0x80214,82,B4,INTENTIONAL_ICON_UV_TABLE
0x80216,92,0C,INTENTIONAL_ICON_UV_TABLE
0x80218,A2,CC,INTENTIONAL_ICON_UV_TABLE
0x8021E,D2,D8,INTENTIONAL_ICON_UV_TABLE
0x80224,BF,E7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80225,1C,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80226,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80227,1E,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80228,39,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80229,00,39,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022A,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022B,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022C,DF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022D,14,64,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022E,1C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8022F,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80230,1E,36,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80231,39,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80232,00,85,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80233,00,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80234,42,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80235,34,6F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80236,6C,61,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80237,DD,2D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80238,3B,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80239,5F,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023A,7F,21,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023B,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023C,00,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023D,00,80,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023E,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8023F,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80240,1B,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80241,40,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80242,1E,41,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80243,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80244,3B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80245,DD,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80246,1E,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80247,39,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80248,00,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80249,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024A,00,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024B,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024C,44,27,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024D,DD,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024E,4F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8024F,1C,B8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80250,3B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80251,99,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80252,00,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80254,DD,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80255,1B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80256,DD,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80257,51,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80258,1C,4A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80259,BC,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8025A,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8025B,95,B8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8025C,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8025D,00,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8025E,00,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80260,47,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80261,6B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80262,31,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80263,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80264,55,9E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80265,6F,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80266,47,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80267,BC,B8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80268,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80269,95,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8026A,00,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8026C,A3,8E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8026E,A0,1F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8026F,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80270,42,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80271,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80272,D8,12,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80273,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80274,BC,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80275,65,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80276,DD,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80277,C8,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80278,31,8E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80279,80,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027A,A2,7F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027B,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027C,C9,E7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027D,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027E,00,46,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8027F,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80280,DD,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80281,F2,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80282,1C,1E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80283,2E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80284,21,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80285,00,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80286,00,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80287,00,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80288,77,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80289,34,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8028A,80,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8028B,57,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8028C,47,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8028D,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8028E,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80291,42,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80292,21,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80293,C4,41,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80294,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80295,DE,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80296,F7,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80297,DE,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80298,F6,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80299,00,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8029A,00,1A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8029C,CA,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8029D,2D,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8029E,DE,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8029F,04,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A0,9C,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A1,1C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A2,DE,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A3,F7,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A4,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A5,F6,B6,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A6,00,35,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802A9,2F,25,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AA,1C,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AB,2E,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AC,CA,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AD,1E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AE,00,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802AF,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B0,AF,EF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B1,65,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B2,8F,4A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B3,6F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B4,82,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B5,5C,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B6,6F,14,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B7,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B8,77,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802B9,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BA,00,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BB,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BC,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BD,C6,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BE,82,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802BF,4E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C0,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C1,47,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C2,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C3,00,B2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C4,4A,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C5,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C6,20,65,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C7,8C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C8,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802C9,00,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802CA,00,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802CC,D4,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802CD,A8,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802CE,1C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802CF,28,B2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D0,4B,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D1,27,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D2,44,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D3,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D4,1E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D5,29,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D6,DE,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D7,B5,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D8,26,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802D9,1C,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DA,AF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DB,34,73,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DC,67,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DD,7C,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DE,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802DF,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E0,DD,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E1,A2,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E2,65,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E3,A3,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E4,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E5,C9,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E6,31,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E7,DF,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E8,01,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802E9,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802EA,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802EB,00,1A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802EC,27,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802ED,23,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802EE,3F,C8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802EF,43,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F0,59,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F1,1C,3F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F2,3E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F3,45,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F4,00,19,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F5,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F6,00,54,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F7,00,2D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F8,C9,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802F9,6F,3B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FA,47,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FB,6F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FC,82,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FD,5C,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FE,00,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x802FF,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80300,C9,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80301,6F,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80302,47,D6,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80303,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80304,82,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80305,5C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80306,00,9A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80309,4C,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030A,1C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030B,C9,B0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030C,6F,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030D,47,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030E,6F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8030F,82,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80310,5C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80311,00,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80312,00,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80314,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80315,6B,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80317,2F,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80318,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80319,1B,0B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8031A,1C,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8031B,39,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8031C,00,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8031D,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8031E,00,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80320,A3,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80321,DD,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80322,A0,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80323,31,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80324,6B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80325,47,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80326,5C,91,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80327,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80328,81,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032A,03,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032B,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032C,53,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032D,1C,D0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032E,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8032F,B0,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80330,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80331,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x80332,00,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
