pointer_offset,source_offset,category,label,japanese,encoded_bytes,patched_pointer_changed,patched_payload_changed,residual_japanese,raw_hex,confirmed_text_pool
0x78BE0,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x78BE4,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x78BE8,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x78BEC,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x78BF0,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x78BF4,0x8D878,unclassified_pointer,,長<CTRL:EE>1<N:ク:12>,4,False,False,True,D4 EE 12 80,False
0x78C14,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x78C18,0x9390,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x78C78,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78C80,0x78C14,unclassified_pointer,,ばも1<N:ク:12>地お1<N:ク:12>う,9,False,False,True,58 38 12 80 90 3B 12 80 26,False
0x78C88,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78C90,0x78C14,unclassified_pointer,,ばも1<N:ク:12>地お1<N:ク:12>う,9,False,False,True,58 38 12 80 90 3B 12 80 26,False
0x78C98,0x8D3F0,unclassified_pointer,,でな1<N:ク:12>,4,False,False,True,30 1D 12 80,False
0x78C9C,0x8D3F8,unclassified_pointer,,チい1<N:ク:12>,4,False,False,True,6C 1B 12 80,False
0x78CA0,0x8D400,unclassified_pointer,,カい1<N:ク:12>,4,False,False,True,BC 1B 12 80,False
0x78CA4,0x8D408,unclassified_pointer,,ゃの1<N:ク:12>,4,False,False,True,48 1C 12 80,False
0x78CA8,0x8D418,unclassified_pointer,,士な1<N:ク:12>,4,False,False,True,68 1D 12 80,False
0x78CAC,0x8D420,unclassified_pointer,,マて1<N:ク:12>,4,False,False,True,64 21 12 80,False
0x78CB0,0x8D428,unclassified_pointer,,<N:ぇ:2>て1<N:ク:12>,4,False,False,True,C0 21 12 80,False
0x78CB4,0x8D430,unclassified_pointer,,のる1<N:ク:12>,4,False,False,True,1C 22 12 80,False
0x78CB8,0x8D438,unclassified_pointer,,メる1<N:ク:12>,4,False,False,True,78 22 12 80,False
0x78CBC,0x8D440,unclassified_pointer,,きに1<N:ク:12>,4,False,False,True,44 23 12 80,False
0x78CC0,0x8D448,unclassified_pointer,,マに1<N:ク:12>,4,False,False,True,64 23 12 80,False
0x78CC4,0x8D450,unclassified_pointer,,僧に1<N:ク:12>,4,False,False,True,84 23 12 80,False
0x78CC8,0x8D458,unclassified_pointer,,自に1<N:ク:12>,4,False,False,True,A4 23 12 80,False
0x78CCC,0x8D460,unclassified_pointer,,マ、1<N:ク:12>,4,False,False,True,64 24 12 80,False
0x78CD0,0x8D468,unclassified_pointer,,僧、1<N:ク:12>,4,False,False,True,84 24 12 80,False
0x78CD4,0x8D470,unclassified_pointer,,自、1<N:ク:12>,4,False,False,True,A4 24 12 80,False
0x78CD8,0x8D478,unclassified_pointer,,方、1<N:ク:12>,4,False,False,True,C4 24 12 80,False
0x78CDC,0x8D490,unclassified_pointer,,ムつ1<N:ク:12>,4,False,False,True,D8 29 12 80,False
0x78CE0,0x8D498,unclassified_pointer,,攻す1<N:ク:12>,4,False,False,True,D0 2B 12 80,False
0x78CE4,0x8D4A0,unclassified_pointer,,メ・1<N:ク:12>,4,False,False,True,78 2C 12 80,False
0x78CE8,0x8D480,unclassified_pointer,,見ま1<N:ク:12>,4,False,False,True,A0 27 12 80,False
0x78CEC,0x8D488,unclassified_pointer,,カは1<N:ク:12>,4,False,False,True,BC 28 12 80,False
0x78CF0,0x8D4A8,unclassified_pointer,,長・1<N:ク:12>,4,False,False,True,D4 2C 12 80,False
0x78CF4,0x8D4B0,unclassified_pointer,,どで1<N:ク:12>,4,False,False,True,54 30 12 80,False
0x78CF8,0x8D4B8,unclassified_pointer,,<N:７:11>ー1<N:ク:12>,4,False,False,True,18 31 12 80,False
0x78CFC,0x8D4C0,unclassified_pointer,,命<N:３:14>1<N:ク:12>,4,False,False,True,CC 19 12 80,False
0x78D00,0x8D4C8,unclassified_pointer,,大れ1<N:ク:12>,4,False,False,True,50 32 12 80,False
0x78D04,0x8D410,unclassified_pointer,,自の1<N:ク:12>,4,False,False,True,A4 1C 12 80,False
0x78D08,0x8D4D0,unclassified_pointer,,石ら1<N:ク:12>,4,False,False,True,94 33 12 80,False
0x78D0C,0x8D4D8,unclassified_pointer,,きン1<N:ク:12>,4,False,False,True,44 34 12 80,False
0x78D10,0x8D4E0,unclassified_pointer,,目ン1<N:ク:12>,4,False,False,True,AC 34 12 80,False
0x78D14,0x8D4E8,unclassified_pointer,,<CTRL:FC>ン1<N:ク:12>,4,False,False,True,FC 34 12 80,False
0x78D18,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x78D1C,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x78D20,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x78D24,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x78D28,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x78D4C,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x78D50,0x93B8,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78DB0,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78DB8,0x78D4C,unclassified_pointer,,ばも1<N:ク:12>水お1<N:ク:12>う,9,False,False,True,58 38 12 80 B8 3B 12 80 26,False
0x78DC0,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78DC8,0x78D4C,unclassified_pointer,,ばも1<N:ク:12>水お1<N:ク:12>う,9,False,False,True,58 38 12 80 B8 3B 12 80 26,False
0x78DD0,0x8D3F0,unclassified_pointer,,でな1<N:ク:12>,4,False,False,True,30 1D 12 80,False
0x78DD4,0x8D3F8,unclassified_pointer,,チい1<N:ク:12>,4,False,False,True,6C 1B 12 80,False
0x78DD8,0x8D400,unclassified_pointer,,カい1<N:ク:12>,4,False,False,True,BC 1B 12 80,False
0x78DDC,0x8D408,unclassified_pointer,,ゃの1<N:ク:12>,4,False,False,True,48 1C 12 80,False
0x78DE0,0x8D418,unclassified_pointer,,士な1<N:ク:12>,4,False,False,True,68 1D 12 80,False
0x78DE4,0x8D420,unclassified_pointer,,マて1<N:ク:12>,4,False,False,True,64 21 12 80,False
0x78DE8,0x8D428,unclassified_pointer,,<N:ぇ:2>て1<N:ク:12>,4,False,False,True,C0 21 12 80,False
0x78DEC,0x8D430,unclassified_pointer,,のる1<N:ク:12>,4,False,False,True,1C 22 12 80,False
0x78DF0,0x8D438,unclassified_pointer,,メる1<N:ク:12>,4,False,False,True,78 22 12 80,False
0x78DF4,0x8D440,unclassified_pointer,,きに1<N:ク:12>,4,False,False,True,44 23 12 80,False
0x78DF8,0x8D448,unclassified_pointer,,マに1<N:ク:12>,4,False,False,True,64 23 12 80,False
0x78DFC,0x8D450,unclassified_pointer,,僧に1<N:ク:12>,4,False,False,True,84 23 12 80,False
0x78E00,0x8D458,unclassified_pointer,,自に1<N:ク:12>,4,False,False,True,A4 23 12 80,False
0x78E04,0x8D460,unclassified_pointer,,マ、1<N:ク:12>,4,False,False,True,64 24 12 80,False
0x78E08,0x8D468,unclassified_pointer,,僧、1<N:ク:12>,4,False,False,True,84 24 12 80,False
0x78E0C,0x8D470,unclassified_pointer,,自、1<N:ク:12>,4,False,False,True,A4 24 12 80,False
0x78E10,0x8D478,unclassified_pointer,,方、1<N:ク:12>,4,False,False,True,C4 24 12 80,False
0x78E14,0x8D490,unclassified_pointer,,ムつ1<N:ク:12>,4,False,False,True,D8 29 12 80,False
0x78E18,0x8D498,unclassified_pointer,,攻す1<N:ク:12>,4,False,False,True,D0 2B 12 80,False
0x78E1C,0x8D4A0,unclassified_pointer,,メ・1<N:ク:12>,4,False,False,True,78 2C 12 80,False
0x78E20,0x8D480,unclassified_pointer,,見ま1<N:ク:12>,4,False,False,True,A0 27 12 80,False
0x78E24,0x8D488,unclassified_pointer,,カは1<N:ク:12>,4,False,False,True,BC 28 12 80,False
0x78E28,0x8D4A8,unclassified_pointer,,長・1<N:ク:12>,4,False,False,True,D4 2C 12 80,False
0x78E2C,0x8D4B0,unclassified_pointer,,どで1<N:ク:12>,4,False,False,True,54 30 12 80,False
0x78E30,0x8D4B8,unclassified_pointer,,<N:７:11>ー1<N:ク:12>,4,False,False,True,18 31 12 80,False
0x78E34,0x8D4C0,unclassified_pointer,,命<N:３:14>1<N:ク:12>,4,False,False,True,CC 19 12 80,False
0x78E38,0x8D4C8,unclassified_pointer,,大れ1<N:ク:12>,4,False,False,True,50 32 12 80,False
0x78E3C,0x8D410,unclassified_pointer,,自の1<N:ク:12>,4,False,False,True,A4 1C 12 80,False
0x78E40,0x8D4D0,unclassified_pointer,,石ら1<N:ク:12>,4,False,False,True,94 33 12 80,False
0x78E44,0x8D4D8,unclassified_pointer,,きン1<N:ク:12>,4,False,False,True,44 34 12 80,False
0x78E48,0x8D4E0,unclassified_pointer,,目ン1<N:ク:12>,4,False,False,True,AC 34 12 80,False
0x78E4C,0x8D4E8,unclassified_pointer,,<CTRL:FC>ン1<N:ク:12>,4,False,False,True,FC 34 12 80,False
0x78E50,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x78E54,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x78E58,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x78E5C,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x78E60,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x78E64,0x8D898,unclassified_pointer,,ゃ<CTRL:F0>1<N:ク:12>,4,False,False,True,48 F0 12 80,False
0x78E84,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x78E88,0x93B8,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78EE8,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78EF0,0x78E84,unclassified_pointer,,ばも1<N:ク:12>水お1<N:ク:12>う,9,False,False,True,58 38 12 80 B8 3B 12 80 26,False
0x78EF8,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x78F00,0x78E84,unclassified_pointer,,ばも1<N:ク:12>水お1<N:ク:12>う,9,False,False,True,58 38 12 80 B8 3B 12 80 26,False
0x78F08,0x8D3F0,unclassified_pointer,,でな1<N:ク:12>,4,False,False,True,30 1D 12 80,False
0x78F0C,0x8D3F8,unclassified_pointer,,チい1<N:ク:12>,4,False,False,True,6C 1B 12 80,False
0x78F10,0x8D400,unclassified_pointer,,カい1<N:ク:12>,4,False,False,True,BC 1B 12 80,False
0x78F14,0x8D408,unclassified_pointer,,ゃの1<N:ク:12>,4,False,False,True,48 1C 12 80,False
0x78F18,0x8D418,unclassified_pointer,,士な1<N:ク:12>,4,False,False,True,68 1D 12 80,False
0x78F1C,0x8D420,unclassified_pointer,,マて1<N:ク:12>,4,False,False,True,64 21 12 80,False
0x78F20,0x8D428,unclassified_pointer,,<N:ぇ:2>て1<N:ク:12>,4,False,False,True,C0 21 12 80,False
0x78F24,0x8D430,unclassified_pointer,,のる1<N:ク:12>,4,False,False,True,1C 22 12 80,False
0x78F28,0x8D438,unclassified_pointer,,メる1<N:ク:12>,4,False,False,True,78 22 12 80,False
0x78F2C,0x8D440,unclassified_pointer,,きに1<N:ク:12>,4,False,False,True,44 23 12 80,False
0x78F30,0x8D448,unclassified_pointer,,マに1<N:ク:12>,4,False,False,True,64 23 12 80,False
0x78F34,0x8D450,unclassified_pointer,,僧に1<N:ク:12>,4,False,False,True,84 23 12 80,False
0x78F38,0x8D458,unclassified_pointer,,自に1<N:ク:12>,4,False,False,True,A4 23 12 80,False
0x78F3C,0x8D460,unclassified_pointer,,マ、1<N:ク:12>,4,False,False,True,64 24 12 80,False
0x78F40,0x8D468,unclassified_pointer,,僧、1<N:ク:12>,4,False,False,True,84 24 12 80,False
0x78F44,0x8D470,unclassified_pointer,,自、1<N:ク:12>,4,False,False,True,A4 24 12 80,False
0x78F48,0x8D478,unclassified_pointer,,方、1<N:ク:12>,4,False,False,True,C4 24 12 80,False
0x78F4C,0x8D490,unclassified_pointer,,ムつ1<N:ク:12>,4,False,False,True,D8 29 12 80,False
0x78F50,0x8D498,unclassified_pointer,,攻す1<N:ク:12>,4,False,False,True,D0 2B 12 80,False
0x78F54,0x8D4A0,unclassified_pointer,,メ・1<N:ク:12>,4,False,False,True,78 2C 12 80,False
0x78F58,0x8D480,unclassified_pointer,,見ま1<N:ク:12>,4,False,False,True,A0 27 12 80,False
0x78F5C,0x8D488,unclassified_pointer,,カは1<N:ク:12>,4,False,False,True,BC 28 12 80,False
0x78F60,0x8D4A8,unclassified_pointer,,長・1<N:ク:12>,4,False,False,True,D4 2C 12 80,False
0x78F64,0x8D4B0,unclassified_pointer,,どで1<N:ク:12>,4,False,False,True,54 30 12 80,False
0x78F68,0x8D4B8,unclassified_pointer,,<N:７:11>ー1<N:ク:12>,4,False,False,True,18 31 12 80,False
0x78F6C,0x8D4C0,unclassified_pointer,,命<N:３:14>1<N:ク:12>,4,False,False,True,CC 19 12 80,False
0x78F70,0x8D4C8,unclassified_pointer,,大れ1<N:ク:12>,4,False,False,True,50 32 12 80,False
0x78F74,0x8D410,unclassified_pointer,,自の1<N:ク:12>,4,False,False,True,A4 1C 12 80,False
0x78F78,0x8D4D0,unclassified_pointer,,石ら1<N:ク:12>,4,False,False,True,94 33 12 80,False
0x78F7C,0x8D4D8,unclassified_pointer,,きン1<N:ク:12>,4,False,False,True,44 34 12 80,False
0x78F80,0x8D4E0,unclassified_pointer,,目ン1<N:ク:12>,4,False,False,True,AC 34 12 80,False
0x78F84,0x8D4E8,unclassified_pointer,,<CTRL:FC>ン1<N:ク:12>,4,False,False,True,FC 34 12 80,False
0x78F88,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x78F8C,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x78F90,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x78F94,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x78F98,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x78F9C,0x8D8B0,unclassified_pointer,,聞<CTRL:F1>1<N:ク:12>,4,False,False,True,88 F1 12 80,False
0x78FA0,0x8D8B8,unclassified_pointer,,今<CTRL:F1>1<N:ク:12>,4,False,False,True,C8 F1 12 80,False
0x78FBC,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x78FC0,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79020,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x79028,0x78FBC,unclassified_pointer,,ばも1<N:ク:12>チお1<N:ク:12>う,9,False,False,True,58 38 12 80 6C 3B 12 80 26,False
0x79030,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x79038,0x78FBC,unclassified_pointer,,ばも1<N:ク:12>チお1<N:ク:12>う,9,False,False,True,58 38 12 80 6C 3B 12 80 26,False
0x79040,0x8D3F0,unclassified_pointer,,でな1<N:ク:12>,4,False,False,True,30 1D 12 80,False
0x79044,0x8D3F8,unclassified_pointer,,チい1<N:ク:12>,4,False,False,True,6C 1B 12 80,False
0x79048,0x8D400,unclassified_pointer,,カい1<N:ク:12>,4,False,False,True,BC 1B 12 80,False
0x7904C,0x8D408,unclassified_pointer,,ゃの1<N:ク:12>,4,False,False,True,48 1C 12 80,False
0x79050,0x8D418,unclassified_pointer,,士な1<N:ク:12>,4,False,False,True,68 1D 12 80,False
0x79054,0x8D420,unclassified_pointer,,マて1<N:ク:12>,4,False,False,True,64 21 12 80,False
0x79058,0x8D428,unclassified_pointer,,<N:ぇ:2>て1<N:ク:12>,4,False,False,True,C0 21 12 80,False
0x7905C,0x8D430,unclassified_pointer,,のる1<N:ク:12>,4,False,False,True,1C 22 12 80,False
0x79060,0x8D438,unclassified_pointer,,メる1<N:ク:12>,4,False,False,True,78 22 12 80,False
0x79064,0x8D440,unclassified_pointer,,きに1<N:ク:12>,4,False,False,True,44 23 12 80,False
0x79068,0x8D448,unclassified_pointer,,マに1<N:ク:12>,4,False,False,True,64 23 12 80,False
0x7906C,0x8D450,unclassified_pointer,,僧に1<N:ク:12>,4,False,False,True,84 23 12 80,False
0x79070,0x8D458,unclassified_pointer,,自に1<N:ク:12>,4,False,False,True,A4 23 12 80,False
0x79074,0x8D460,unclassified_pointer,,マ、1<N:ク:12>,4,False,False,True,64 24 12 80,False
0x79078,0x8D468,unclassified_pointer,,僧、1<N:ク:12>,4,False,False,True,84 24 12 80,False
0x7907C,0x8D470,unclassified_pointer,,自、1<N:ク:12>,4,False,False,True,A4 24 12 80,False
0x79080,0x8D478,unclassified_pointer,,方、1<N:ク:12>,4,False,False,True,C4 24 12 80,False
0x79084,0x8D490,unclassified_pointer,,ムつ1<N:ク:12>,4,False,False,True,D8 29 12 80,False
0x79088,0x8D498,unclassified_pointer,,攻す1<N:ク:12>,4,False,False,True,D0 2B 12 80,False
0x7908C,0x8D4A0,unclassified_pointer,,メ・1<N:ク:12>,4,False,False,True,78 2C 12 80,False
0x79090,0x8D480,unclassified_pointer,,見ま1<N:ク:12>,4,False,False,True,A0 27 12 80,False
0x79094,0x8D488,unclassified_pointer,,カは1<N:ク:12>,4,False,False,True,BC 28 12 80,False
0x79098,0x8D4A8,unclassified_pointer,,長・1<N:ク:12>,4,False,False,True,D4 2C 12 80,False
0x7909C,0x8D4B0,unclassified_pointer,,どで1<N:ク:12>,4,False,False,True,54 30 12 80,False
0x790A0,0x8D4B8,unclassified_pointer,,<N:７:11>ー1<N:ク:12>,4,False,False,True,18 31 12 80,False
0x790A4,0x8D4C0,unclassified_pointer,,命<N:３:14>1<N:ク:12>,4,False,False,True,CC 19 12 80,False
0x790A8,0x8D4C8,unclassified_pointer,,大れ1<N:ク:12>,4,False,False,True,50 32 12 80,False
0x790AC,0x8D410,unclassified_pointer,,自の1<N:ク:12>,4,False,False,True,A4 1C 12 80,False
0x790B0,0x8D4D0,unclassified_pointer,,石ら1<N:ク:12>,4,False,False,True,94 33 12 80,False
0x790B4,0x8D4D8,unclassified_pointer,,きン1<N:ク:12>,4,False,False,True,44 34 12 80,False
0x790B8,0x8D4E0,unclassified_pointer,,目ン1<N:ク:12>,4,False,False,True,AC 34 12 80,False
0x790BC,0x8D4E8,unclassified_pointer,,<CTRL:FC>ン1<N:ク:12>,4,False,False,True,FC 34 12 80,False
0x790C0,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x790C4,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x790C8,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x790CC,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x790D0,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x790F4,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x790F8,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79100,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x79104,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x7910C,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x79110,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79118,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x7911C,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79124,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x79128,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79130,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x79134,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x7913C,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x79140,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79148,0x9058,unclassified_pointer,,攻<CTRL:FF>敵ま・,5,False,False,True,D0 FF BD 27 2C,False
0x7914C,0x936C,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま<N:ﾉ:6>,5,False,False,True,E8 FF BD 27 10,False
0x79158,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x79160,0x790F4,unclassified_pointer,,ばも1<N:ク:12>チお1<N:ク:12>う,9,False,False,True,58 38 12 80 6C 3B 12 80 26,False
0x79168,0x8FF4,unclassified_pointer,,<CTRL:E8><CTRL:FF>敵ま3,5,False,False,True,E8 FF BD 27 14,False
0x79170,0x790F4,unclassified_pointer,,ばも1<N:ク:12>チお1<N:ク:12>う,9,False,False,True,58 38 12 80 6C 3B 12 80 26,False
0x79178,0x8D3F0,unclassified_pointer,,でな1<N:ク:12>,4,False,False,True,30 1D 12 80,False
0x7917C,0x8D3F8,unclassified_pointer,,チい1<N:ク:12>,4,False,False,True,6C 1B 12 80,False
0x79180,0x8D400,unclassified_pointer,,カい1<N:ク:12>,4,False,False,True,BC 1B 12 80,False
0x79184,0x8D408,unclassified_pointer,,ゃの1<N:ク:12>,4,False,False,True,48 1C 12 80,False
0x79188,0x8D418,unclassified_pointer,,士な1<N:ク:12>,4,False,False,True,68 1D 12 80,False
0x7918C,0x8D420,unclassified_pointer,,マて1<N:ク:12>,4,False,False,True,64 21 12 80,False
0x79190,0x8D428,unclassified_pointer,,<N:ぇ:2>て1<N:ク:12>,4,False,False,True,C0 21 12 80,False
0x79194,0x8D430,unclassified_pointer,,のる1<N:ク:12>,4,False,False,True,1C 22 12 80,False
0x79198,0x8D438,unclassified_pointer,,メる1<N:ク:12>,4,False,False,True,78 22 12 80,False
0x7919C,0x8D440,unclassified_pointer,,きに1<N:ク:12>,4,False,False,True,44 23 12 80,False
0x791A0,0x8D448,unclassified_pointer,,マに1<N:ク:12>,4,False,False,True,64 23 12 80,False
0x791A4,0x8D450,unclassified_pointer,,僧に1<N:ク:12>,4,False,False,True,84 23 12 80,False
0x791A8,0x8D458,unclassified_pointer,,自に1<N:ク:12>,4,False,False,True,A4 23 12 80,False
0x791AC,0x8D460,unclassified_pointer,,マ、1<N:ク:12>,4,False,False,True,64 24 12 80,False
0x791B0,0x8D468,unclassified_pointer,,僧、1<N:ク:12>,4,False,False,True,84 24 12 80,False
0x791B4,0x8D470,unclassified_pointer,,自、1<N:ク:12>,4,False,False,True,A4 24 12 80,False
0x791B8,0x8D478,unclassified_pointer,,方、1<N:ク:12>,4,False,False,True,C4 24 12 80,False
0x791BC,0x8D490,unclassified_pointer,,ムつ1<N:ク:12>,4,False,False,True,D8 29 12 80,False
0x791C0,0x8D498,unclassified_pointer,,攻す1<N:ク:12>,4,False,False,True,D0 2B 12 80,False
0x791C4,0x8D4A0,unclassified_pointer,,メ・1<N:ク:12>,4,False,False,True,78 2C 12 80,False
0x791C8,0x8D480,unclassified_pointer,,見ま1<N:ク:12>,4,False,False,True,A0 27 12 80,False
0x791CC,0x8D488,unclassified_pointer,,カは1<N:ク:12>,4,False,False,True,BC 28 12 80,False
0x791D0,0x8D4A8,unclassified_pointer,,長・1<N:ク:12>,4,False,False,True,D4 2C 12 80,False
0x791D4,0x8D4B0,unclassified_pointer,,どで1<N:ク:12>,4,False,False,True,54 30 12 80,False
0x791D8,0x8D4B8,unclassified_pointer,,<N:７:11>ー1<N:ク:12>,4,False,False,True,18 31 12 80,False
0x791DC,0x8D4C0,unclassified_pointer,,命<N:３:14>1<N:ク:12>,4,False,False,True,CC 19 12 80,False
0x791E0,0x8D4C8,unclassified_pointer,,大れ1<N:ク:12>,4,False,False,True,50 32 12 80,False
0x791E4,0x8D410,unclassified_pointer,,自の1<N:ク:12>,4,False,False,True,A4 1C 12 80,False
0x791E8,0x8D4D0,unclassified_pointer,,石ら1<N:ク:12>,4,False,False,True,94 33 12 80,False
0x791EC,0x8D4D8,unclassified_pointer,,きン1<N:ク:12>,4,False,False,True,44 34 12 80,False
0x791F0,0x8D4E0,unclassified_pointer,,目ン1<N:ク:12>,4,False,False,True,AC 34 12 80,False
0x791F4,0x8D4E8,unclassified_pointer,,<CTRL:FC>ン1<N:ク:12>,4,False,False,True,FC 34 12 80,False
0x791F8,0x8D4F0,unclassified_pointer,,ねだ1<N:ク:12>,4,False,False,True,4C 35 12 80,False
0x791FC,0x8D4F8,unclassified_pointer,,げだ1<N:ク:12>,4,False,False,True,9C 35 12 80,False
0x79200,0x8D500,unclassified_pointer,,<CTRL:EC>だ1<N:ク:12>,4,False,False,True,EC 35 12 80,False
0x79204,0x8D508,unclassified_pointer,,？と1<N:ク:12>,4,False,False,True,3C 36 12 80,False
0x79208,0x8D510,unclassified_pointer,,すと1<N:ク:12>,4,False,False,True,8C 36 12 80,False
0x7920C,0x8D8D8,unclassified_pointer,,か<CTRL:F2>1<N:ク:12>,4,False,False,True,20 F2 12 80,False
