state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,command_word,nonzero_packet,coordinate_mode
4,0x801F031C,15,0x801EFFA8,218,120,16,0,16,16,0x7FC2,2,6,니,0x041EFF74,1,
4,0x801F0E18,0,0x801F0798,18,214,176,0,16,16,0x7FC3,3,47,스,0x041AEA4C,1,
4,0x801F0E18,1,0x801F07CC,32,214,176,144,16,16,0x7FC1,1,585,킬,0x041F0798,1,
4,0x801F0E18,2,0x801F0800,46,214,48,0,16,16,0x7FC0,0,12,을,0x041F07CC,1,
4,0x801F0E18,3,0x801F0834,60,214,160,32,16,16,0x7FC0,0,160, ,0x041F0800,1,
4,0x801F0E18,4,0x801F0868,66,214,0,80,16,16,0x7FC2,2,302,선,0x041F0834,1,
4,0x801F0E18,5,0x801F089C,80,214,160,224,16,16,0x7FC3,3,883,택,0x041F0868,1,
4,0x801F0E18,6,0x801F08D0,94,214,96,0,16,16,0x7FC0,0,24,하,0x041F089C,1,
4,0x801F0E18,7,0x801F0904,108,214,64,32,16,16,0x7FC3,3,139,세,0x041F08D0,1,
4,0x801F0E18,8,0x801F0938,122,214,160,0,16,16,0x7FC3,3,43,요,0x041F0904,1,
4,0x801F0E18,9,0x801F096C,128,214,176,0,16,16,0x7FC3,3,47,스,0x041F0938,1,
4,0x801F0E18,10,0x801F09A0,142,214,176,144,16,16,0x7FC1,1,585,킬,0x041F096C,1,
4,0x801F0E18,11,0x801F09D4,156,214,48,0,16,16,0x7FC0,0,12,을,0x041F09A0,1,
4,0x801F0E18,12,0x801F0A08,170,214,160,32,16,16,0x7FC0,0,160, ,0x041F09D4,1,
4,0x801F0E18,13,0x801F0A3C,176,214,192,0,16,16,0x7FC3,3,51,사,0x041F0A08,1,
4,0x801F0E18,14,0x801F0A70,190,214,16,64,16,16,0x7FC1,1,245,용,0x041F0A3C,1,
4,0x801F0E18,15,0x801F0AA4,204,214,32,64,16,16,0x7FC0,0,248,합,0x041F0A70,1,
4,0x801F1DB4,0,0x801F1A74,44,89,160,192,16,16,0x7FC3,3,763,독,0x041AEA4C,1,
4,0x801F1DB4,1,0x801F1AA8,58,89,224,0,16,16,0x7FC0,0,56,초,0x041F1A74,1,
4,0x801F1DB4,2,0x801F1ADC,76,91,244,176,6,16,0x7FC0,0,960, ,0x041F1AA8,1,compact_strip_u_plus_4
4,0x801F1DB4,3,0x801F1B10,82,91,244,176,6,16,0x7FC2,2,962,0,0x041F1ADC,1,compact_strip_u_plus_4
