file,size,in_patch_zip,whole_file_changed,changed_bytes,corpus_total,high,medium,low,e2_valid,e2_other,inline_changed,original_high,occupied_slots,free_slots,remaining_for_e2,capacity_state
MAP/AREA4BG.DAT,33280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_high_confidence_dialogue
MAP/AREA4MAP.DAT,193536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_high_confidence_dialogue
MAP/AREA5MAP.DAT,193536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_high_confidence_dialogue
MAP/AREA6MAP.DAT,193536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_high_confidence_dialogue
MAP/SMAP.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
MAP/WORLDMAP.DAT,292864,0,0,0,0,0,0,0,0,0,0,0,75,4,0,no_high_confidence_dialogue
S000.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
license_data.dat,28032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1023.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1071.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/1/S1072.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2014.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,55,24,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2033.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2034.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2042.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2043.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2044.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/21/S2045.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2046.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2047.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2052.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2053.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2054.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2055.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2056.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2057.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2058.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S2059.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S205A.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S205B.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/22/S205C.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,1,78,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/23/S2061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/23/S2071.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/23/S2081.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/23/S2082.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3014.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,63,16,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3023.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3024.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,63,16,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/31/S3041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,78,1,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3062.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3063.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3064.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3065.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3066.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3067.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/32/S3068.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4033.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4034.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4035.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4036.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/4/S4062.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5023.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5024.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5025.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5026.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,19,60,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/5/S5052.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6014.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,38,41,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6052.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6053.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/6/S6054.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,79,0,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7023.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7024.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7025.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7026.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7027.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,53,26,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7028.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/7/S7032.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,38,41,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/8/S8062.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/9/S9051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB022.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB031.DAT,335872,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB061.DAT,335872,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB071.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB072.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/B/SB081.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,60,19,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,36,43,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC071.DAT,335872,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC072.DAT,335872,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC081.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,38,41,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C1/SC091.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0A1.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B1.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B2.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B3.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B4.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B5.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0B6.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,79,0,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/C2/SC0C1.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,31,48,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/COMM.DAT,737280,0,0,0,0,0,0,0,0,0,0,0,79,0,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD011.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD012.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD013.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD014.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD015.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD021.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD031.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,63,16,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD041.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD051.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD061.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,0,79,0,no_high_confidence_dialogue
package_story_test_23_s1072_safe_boundaries/files/D/SD071.DAT,305152,0,0,0,0,0,0,0,0,0,0,0,52,27,0,no_high_confidence_dialogue
