file,size,in_patch_zip,whole_file_changed,changed_bytes,corpus_total,high,medium,low,e2_valid,e2_other,inline_changed,original_high,occupied_slots,free_slots,remaining_for_e2,capacity_state
22/S2046.DAT,305152,0,0,0,73,54,19,0,0,0,0,54,0,79,54,fits_current_e2_bank
22/S2047.DAT,305152,0,0,0,25,8,17,0,0,0,0,8,0,79,8,fits_current_e2_bank
22/S2051.DAT,305152,1,1,1619,24,22,2,0,22,0,0,0,22,57,0,covered
22/S2052.DAT,305152,1,1,1441,22,21,1,0,21,0,0,0,21,58,0,covered
22/S2053.DAT,305152,1,1,695,11,9,2,0,9,0,0,0,9,70,0,covered
22/S2054.DAT,305152,0,0,0,7,6,1,0,0,0,0,6,0,79,6,fits_current_e2_bank
22/S2055.DAT,305152,0,0,0,26,25,1,0,0,0,0,25,0,79,25,fits_current_e2_bank
22/S2056.DAT,305152,0,0,0,10,9,1,0,0,0,0,9,0,79,9,fits_current_e2_bank
22/S2057.DAT,305152,1,1,589,11,10,1,0,10,0,0,0,10,69,0,covered
22/S2058.DAT,305152,0,0,0,5,4,1,0,0,0,0,4,0,79,4,fits_current_e2_bank
22/S2059.DAT,305152,0,0,0,5,4,1,0,0,0,0,4,0,79,4,fits_current_e2_bank
22/S205A.DAT,305152,0,0,0,4,3,1,0,0,0,0,3,0,79,3,fits_current_e2_bank
22/S205B.DAT,305152,0,0,0,6,5,1,0,0,0,0,5,0,79,5,fits_current_e2_bank
22/S205C.DAT,305152,0,0,0,26,19,7,0,0,0,0,19,1,78,19,fits_current_e2_bank
23/S2061.DAT,305152,1,1,1192,39,17,22,0,17,0,0,0,48,31,0,covered
23/S2071.DAT,305152,0,0,0,16,16,0,0,0,0,0,16,0,79,16,fits_current_e2_bank
23/S2081.DAT,305152,1,1,557,8,7,1,0,7,0,0,0,7,72,0,covered
23/S2082.DAT,305152,1,1,576,10,9,1,0,9,0,0,0,9,70,0,covered
